,date,cars
282,2022-06-01 23:30:00,5
283,2022-06-01 23:35:00,3
284,2022-06-01 23:40:00,4
285,2022-06-01 23:45:00,3
286,2022-06-01 23:50:00,4
287,2022-06-01 23:55:00,3
288,2022-06-02 00:00:00,4
289,2022-06-02 00:05:00,3
290,2022-06-02 00:10:00,4
291,2022-06-02 00:15:00,3
292,2022-06-02 00:20:00,2
293,2022-06-02 00:25:00,1
294,2022-06-02 00:30:00,2
295,2022-06-02 00:35:00,1
296,2022-06-02 00:40:00,2
297,2022-06-02 00:45:00,1
298,2022-06-02 00:50:00,1
299,2022-06-02 00:55:00,1
300,2022-06-02 01:00:00,2
301,2022-06-02 01:05:00,1
302,2022-06-02 01:10:00,2
303,2022-06-02 01:15:00,1
304,2022-06-02 01:20:00,3
305,2022-06-02 01:25:00,2
306,2022-06-02 01:30:00,3
307,2022-06-02 01:35:00,2
308,2022-06-02 01:40:00,4
309,2022-06-02 01:45:00,3
310,2022-06-02 01:50:00,3
311,2022-06-02 01:55:00,2
312,2022-06-02 02:00:00,5
313,2022-06-02 02:05:00,2
314,2022-06-02 02:10:00,5
315,2022-06-02 02:15:00,2
316,2022-06-02 02:20:00,5
317,2022-06-02 02:25:00,2
318,2022-06-02 02:30:00,4
319,2022-06-02 02:35:00,2
320,2022-06-02 02:40:00,5
321,2022-06-02 02:45:00,2
322,2022-06-02 02:50:00,5
323,2022-06-02 02:55:00,2
324,2022-06-02 03:00:00,4
325,2022-06-02 03:05:00,2
326,2022-06-02 03:10:00,6
327,2022-06-02 03:15:00,3
328,2022-06-02 03:20:00,7
329,2022-06-02 03:25:00,3
330,2022-06-02 03:30:00,6
331,2022-06-02 03:35:00,3
332,2022-06-02 03:40:00,6
333,2022-06-02 03:45:00,3
334,2022-06-02 03:50:00,5
335,2022-06-02 03:55:00,2
336,2022-06-02 04:00:00,5
337,2022-06-02 04:05:00,2
338,2022-06-02 04:10:00,6
339,2022-06-02 04:15:00,3
340,2022-06-02 04:20:00,4
341,2022-06-02 04:25:00,2
342,2022-06-02 04:30:00,3
343,2022-06-02 04:35:00,1
344,2022-06-02 04:40:00,3
345,2022-06-02 04:45:00,1
346,2022-06-02 04:50:00,3
347,2022-06-02 04:55:00,1
348,2022-06-02 05:00:00,3
349,2022-06-02 05:05:00,1
350,2022-06-02 05:10:00,3
351,2022-06-02 05:15:00,1
352,2022-06-02 05:20:00,4
353,2022-06-02 05:25:00,2
354,2022-06-02 05:30:00,4
355,2022-06-02 05:35:00,2
356,2022-06-02 05:40:00,7
357,2022-06-02 05:45:00,3
358,2022-06-02 05:50:00,5
359,2022-06-02 05:55:00,2
360,2022-06-02 06:00:00,6
361,2022-06-02 06:05:00,3
362,2022-06-02 06:10:00,5
363,2022-06-02 06:15:00,2
364,2022-06-02 06:20:00,5
365,2022-06-02 06:25:00,2
366,2022-06-02 06:30:00,5
367,2022-06-02 06:35:00,2
368,2022-06-02 06:40:00,4
369,2022-06-02 06:45:00,2
370,2022-06-02 06:50:00,5
371,2022-06-02 06:55:00,2
372,2022-06-02 07:00:00,7
373,2022-06-02 07:05:00,3
374,2022-06-02 07:10:00,5
375,2022-06-02 07:15:00,2
376,2022-06-02 07:20:00,6
377,2022-06-02 07:25:00,3
378,2022-06-02 07:30:00,7
379,2022-06-02 07:35:00,3
380,2022-06-02 07:40:00,5
381,2022-06-02 07:45:00,2
382,2022-06-02 07:50:00,5
383,2022-06-02 07:55:00,2
384,2022-06-02 08:00:00,5
385,2022-06-02 08:05:00,2
386,2022-06-02 08:10:00,5
387,2022-06-02 08:15:00,2
388,2022-06-02 08:20:00,4
389,2022-06-02 08:25:00,2
390,2022-06-02 08:30:00,3
391,2022-06-02 08:35:00,1
392,2022-06-02 08:40:00,3
393,2022-06-02 08:45:00,1
394,2022-06-02 08:50:00,3
395,2022-06-02 08:55:00,1
396,2022-06-02 09:00:00,3
397,2022-06-02 09:05:00,1
398,2022-06-02 09:10:00,3
399,2022-06-02 09:15:00,1
400,2022-06-02 09:20:00,4
401,2022-06-02 09:25:00,2
402,2022-06-02 09:30:00,6
403,2022-06-02 09:35:00,3
404,2022-06-02 09:40:00,7
405,2022-06-02 09:45:00,3
406,2022-06-02 09:50:00,8
407,2022-06-02 09:55:00,4
408,2022-06-02 10:00:00,9
409,2022-06-02 10:05:00,4
410,2022-06-02 10:10:00,9
411,2022-06-02 10:15:00,4
412,2022-06-02 10:20:00,9
413,2022-06-02 10:25:00,4
414,2022-06-02 10:30:00,9
415,2022-06-02 10:35:00,4
416,2022-06-02 10:40:00,7
417,2022-06-02 10:45:00,3
418,2022-06-02 10:50:00,7
419,2022-06-02 10:55:00,3
420,2022-06-02 11:00:00,7
421,2022-06-02 11:05:00,3
422,2022-06-02 11:10:00,12
423,2022-06-02 11:15:00,5
424,2022-06-02 11:20:00,9
425,2022-06-02 11:25:00,4
426,2022-06-02 11:30:00,13
427,2022-06-02 11:35:00,6
428,2022-06-02 11:40:00,8
429,2022-06-02 11:45:00,4
430,2022-06-02 11:50:00,9
431,2022-06-02 11:55:00,4
432,2022-06-02 12:00:00,4
433,2022-06-02 12:05:00,4
434,2022-06-02 12:10:00,4
435,2022-06-02 12:15:00,3
436,2022-06-02 12:20:00,2
437,2022-06-02 12:25:00,2
438,2022-06-02 12:30:00,3
439,2022-06-02 12:35:00,3
440,2022-06-02 12:40:00,3
441,2022-06-02 12:45:00,7
442,2022-06-02 12:50:00,9
443,2022-06-02 12:55:00,8
444,2022-06-02 13:00:00,8
445,2022-06-02 13:05:00,6
446,2022-06-02 13:10:00,11
447,2022-06-02 13:15:00,9
448,2022-06-02 13:20:00,9
449,2022-06-02 13:25:00,8
450,2022-06-02 13:30:00,9
451,2022-06-02 13:35:00,9
452,2022-06-02 13:40:00,9
453,2022-06-02 13:45:00,8
454,2022-06-02 13:50:00,8
455,2022-06-02 13:55:00,8
456,2022-06-02 14:00:00,6
457,2022-06-02 14:05:00,5
458,2022-06-02 14:10:00,4
459,2022-06-02 14:15:00,4
460,2022-06-02 14:20:00,4
461,2022-06-02 14:25:00,3
462,2022-06-02 14:30:00,3
463,2022-06-02 14:35:00,3
464,2022-06-02 14:40:00,4
465,2022-06-02 14:45:00,5
466,2022-06-02 14:50:00,6
467,2022-06-02 14:55:00,5
468,2022-06-02 15:00:00,4
469,2022-06-02 15:05:00,4
470,2022-06-02 15:10:00,4
471,2022-06-02 15:15:00,4
472,2022-06-02 15:20:00,4
473,2022-06-02 15:25:00,4
474,2022-06-02 15:30:00,4
475,2022-06-02 15:35:00,5
476,2022-06-02 15:40:00,4
477,2022-06-02 15:45:00,4
478,2022-06-02 15:50:00,4
479,2022-06-02 15:55:00,4
480,2022-06-02 16:00:00,4
481,2022-06-02 16:05:00,3
482,2022-06-02 16:10:00,2
483,2022-06-02 16:15:00,2
484,2022-06-02 16:20:00,2
485,2022-06-02 16:25:00,1
486,2022-06-02 16:30:00,2
487,2022-06-02 16:35:00,2
488,2022-06-02 16:40:00,2
489,2022-06-02 16:45:00,5
490,2022-06-02 16:50:00,7
491,2022-06-02 16:55:00,7
492,2022-06-02 17:00:00,6
493,2022-06-02 17:05:00,6
494,2022-06-02 17:10:00,6
495,2022-06-02 17:15:00,5
496,2022-06-02 17:20:00,5
497,2022-06-02 17:25:00,4
498,2022-06-02 17:30:00,5
499,2022-06-02 17:35:00,6
500,2022-06-02 17:40:00,7
501,2022-06-02 17:45:00,6
502,2022-06-02 17:50:00,5
503,2022-06-02 17:55:00,5
504,2022-06-02 18:00:00,3
505,2022-06-02 18:05:00,4
506,2022-06-02 18:10:00,3
507,2022-06-02 18:15:00,4
508,2022-06-02 18:20:00,2
509,2022-06-02 18:25:00,3
510,2022-06-02 18:30:00,2
511,2022-06-02 18:35:00,3
512,2022-06-02 18:40:00,2
513,2022-06-02 18:45:00,2
514,2022-06-02 18:50:00,1
515,2022-06-02 18:55:00,2
516,2022-06-02 19:00:00,2
517,2022-06-02 19:05:00,2
518,2022-06-02 19:10:00,2
519,2022-06-02 19:15:00,2
520,2022-06-02 19:20:00,2
521,2022-06-02 19:25:00,3
522,2022-06-02 19:30:00,2
523,2022-06-02 19:35:00,3
524,2022-06-02 19:40:00,3
525,2022-06-02 19:45:00,4
526,2022-06-02 19:50:00,6
527,2022-06-02 19:55:00,7
528,2022-06-02 20:00:00,4
529,2022-06-02 20:05:00,5
530,2022-06-02 20:10:00,3
531,2022-06-02 20:15:00,4
532,2022-06-02 20:20:00,3
533,2022-06-02 20:25:00,4
534,2022-06-02 20:30:00,4
535,2022-06-02 20:35:00,4
536,2022-06-02 20:40:00,3
537,2022-06-02 20:45:00,4
538,2022-06-02 20:50:00,3
539,2022-06-02 20:55:00,4
540,2022-06-02 21:00:00,4
541,2022-06-02 21:05:00,4
542,2022-06-02 21:10:00,3
543,2022-06-02 21:15:00,4
544,2022-06-02 21:20:00,4
545,2022-06-02 21:25:00,5
546,2022-06-02 21:30:00,3
547,2022-06-02 21:35:00,4
548,2022-06-02 21:40:00,3
549,2022-06-02 21:45:00,4
550,2022-06-02 21:50:00,2
551,2022-06-02 21:55:00,3
552,2022-06-02 22:00:00,3
553,2022-06-02 22:05:00,4
554,2022-06-02 22:10:00,3
555,2022-06-02 22:15:00,3
556,2022-06-02 22:20:00,2
557,2022-06-02 22:25:00,2
558,2022-06-02 22:30:00,2
559,2022-06-02 22:35:00,2
560,2022-06-02 22:40:00,1
561,2022-06-02 22:45:00,1
562,2022-06-02 22:50:00,1
563,2022-06-02 22:55:00,1
564,2022-06-02 23:00:00,1
565,2022-06-02 23:05:00,2
566,2022-06-02 23:10:00,1
567,2022-06-02 23:15:00,1
568,2022-06-02 23:20:00,1
569,2022-06-02 23:25:00,2
570,2022-06-02 23:30:00,2
571,2022-06-02 23:35:00,2
572,2022-06-02 23:40:00,2
573,2022-06-02 23:45:00,3
574,2022-06-02 23:50:00,2
575,2022-06-02 23:55:00,3
576,2022-06-03 00:00:00,1
577,2022-06-03 00:05:00,2
578,2022-06-03 00:10:00,1
579,2022-06-03 00:15:00,2
580,2022-06-03 00:20:00,2
581,2022-06-03 00:25:00,2
582,2022-06-03 00:30:00,2
583,2022-06-03 00:35:00,3
584,2022-06-03 00:40:00,2
585,2022-06-03 00:45:00,3
586,2022-06-03 00:50:00,2
587,2022-06-03 00:55:00,2
588,2022-06-03 01:00:00,2
589,2022-06-03 01:05:00,3
590,2022-06-03 01:10:00,2
591,2022-06-03 01:15:00,2
592,2022-06-03 01:20:00,2
593,2022-06-03 01:25:00,3
594,2022-06-03 01:30:00,2
595,2022-06-03 01:35:00,2
596,2022-06-03 01:40:00,2
597,2022-06-03 01:45:00,3
598,2022-06-03 01:50:00,2
599,2022-06-03 01:55:00,2
600,2022-06-03 02:00:00,2
601,2022-06-03 02:05:00,2
602,2022-06-03 02:10:00,2
603,2022-06-03 02:15:00,2
604,2022-06-03 02:20:00,2
605,2022-06-03 02:25:00,2
606,2022-06-03 02:30:00,1
607,2022-06-03 02:35:00,1
608,2022-06-03 02:40:00,1
609,2022-06-03 02:45:00,1
610,2022-06-03 02:50:00,1
611,2022-06-03 02:55:00,1
612,2022-06-03 03:00:00,1
613,2022-06-03 03:05:00,1
614,2022-06-03 03:10:00,1
615,2022-06-03 03:15:00,1
616,2022-06-03 03:20:00,1
617,2022-06-03 03:25:00,1
618,2022-06-03 03:30:00,2
619,2022-06-03 03:35:00,3
620,2022-06-03 03:40:00,2
621,2022-06-03 03:45:00,3
622,2022-06-03 03:50:00,2
623,2022-06-03 03:55:00,3
624,2022-06-03 04:00:00,2
625,2022-06-03 04:05:00,3
626,2022-06-03 04:10:00,2
627,2022-06-03 04:15:00,3
628,2022-06-03 04:20:00,2
629,2022-06-03 04:25:00,2
630,2022-06-03 04:30:00,2
631,2022-06-03 04:35:00,2
632,2022-06-03 04:40:00,2
633,2022-06-03 04:45:00,2
634,2022-06-03 04:50:00,2
635,2022-06-03 04:55:00,2
636,2022-06-03 05:00:00,2
637,2022-06-03 05:05:00,3
638,2022-06-03 05:10:00,2
639,2022-06-03 05:15:00,3
640,2022-06-03 05:20:00,3
641,2022-06-03 05:25:00,4
642,2022-06-03 05:30:00,2
643,2022-06-03 05:35:00,3
644,2022-06-03 05:40:00,2
645,2022-06-03 05:45:00,3
646,2022-06-03 05:50:00,2
647,2022-06-03 05:55:00,2
648,2022-06-03 06:00:00,2
649,2022-06-03 06:05:00,3
650,2022-06-03 06:10:00,2
651,2022-06-03 06:15:00,2
652,2022-06-03 06:20:00,2
653,2022-06-03 06:25:00,2
654,2022-06-03 06:30:00,2
655,2022-06-03 06:35:00,2
656,2022-06-03 06:40:00,2
657,2022-06-03 06:45:00,2
658,2022-06-03 06:50:00,2
659,2022-06-03 06:55:00,2
660,2022-06-03 07:00:00,2
661,2022-06-03 07:05:00,2
662,2022-06-03 07:10:00,2
663,2022-06-03 07:15:00,2
664,2022-06-03 07:20:00,2
665,2022-06-03 07:25:00,2
666,2022-06-03 07:30:00,2
667,2022-06-03 07:35:00,3
668,2022-06-03 07:40:00,4
669,2022-06-03 07:45:00,4
670,2022-06-03 07:50:00,3
671,2022-06-03 07:55:00,4
672,2022-06-03 08:00:00,4
673,2022-06-03 08:05:00,4
674,2022-06-03 08:10:00,4
675,2022-06-03 08:15:00,4
676,2022-06-03 08:20:00,4
677,2022-06-03 08:25:00,4
678,2022-06-03 08:30:00,3
679,2022-06-03 08:35:00,4
680,2022-06-03 08:40:00,4
681,2022-06-03 08:45:00,4
682,2022-06-03 08:50:00,4
683,2022-06-03 08:55:00,4
684,2022-06-03 09:00:00,4
685,2022-06-03 09:05:00,4
686,2022-06-03 09:10:00,5
687,2022-06-03 09:15:00,5
688,2022-06-03 09:20:00,5
689,2022-06-03 09:25:00,5
690,2022-06-03 09:30:00,4
691,2022-06-03 09:35:00,5
692,2022-06-03 09:40:00,4
693,2022-06-03 09:45:00,5
694,2022-06-03 09:50:00,4
695,2022-06-03 09:55:00,4
696,2022-06-03 10:00:00,5
697,2022-06-03 10:05:00,4
698,2022-06-03 10:10:00,5
699,2022-06-03 10:15:00,4
700,2022-06-03 10:20:00,4
701,2022-06-03 10:25:00,3
702,2022-06-03 10:30:00,4
703,2022-06-03 10:35:00,3
704,2022-06-03 10:40:00,2
705,2022-06-03 10:45:00,2
706,2022-06-03 10:50:00,2
707,2022-06-03 10:55:00,2
708,2022-06-03 11:00:00,3
709,2022-06-03 11:05:00,2
710,2022-06-03 11:10:00,3
711,2022-06-03 11:15:00,2
712,2022-06-03 11:20:00,3
713,2022-06-03 11:25:00,2
714,2022-06-03 11:30:00,4
715,2022-06-03 11:35:00,3
716,2022-06-03 11:40:00,8
717,2022-06-03 11:45:00,5
718,2022-06-03 11:50:00,10
719,2022-06-03 11:55:00,8
720,2022-06-03 12:00:00,10
721,2022-06-03 12:05:00,7
722,2022-06-03 12:10:00,8
723,2022-06-03 12:15:00,5
724,2022-06-03 12:20:00,9
725,2022-06-03 12:25:00,6
726,2022-06-03 12:30:00,7
727,2022-06-03 12:35:00,5
728,2022-06-03 12:40:00,8
729,2022-06-03 12:45:00,5
730,2022-06-03 12:50:00,7
731,2022-06-03 12:55:00,5
732,2022-06-03 13:00:00,7
733,2022-06-03 13:05:00,5
734,2022-06-03 13:10:00,8
735,2022-06-03 13:15:00,5
736,2022-06-03 13:20:00,7
737,2022-06-03 13:25:00,5
738,2022-06-03 13:30:00,7
739,2022-06-03 13:35:00,4
740,2022-06-03 13:40:00,7
741,2022-06-03 13:45:00,4
742,2022-06-03 13:50:00,7
743,2022-06-03 13:55:00,5
744,2022-06-03 14:00:00,6
745,2022-06-03 14:05:00,4
746,2022-06-03 14:10:00,6
747,2022-06-03 14:15:00,4
748,2022-06-03 14:20:00,5
749,2022-06-03 14:25:00,3
750,2022-06-03 14:30:00,5
751,2022-06-03 14:35:00,3
752,2022-06-03 14:40:00,5
753,2022-06-03 14:45:00,3
754,2022-06-03 14:50:00,4
755,2022-06-03 14:55:00,3
756,2022-06-03 15:00:00,5
757,2022-06-03 15:05:00,3
758,2022-06-03 15:10:00,4
759,2022-06-03 15:15:00,3
760,2022-06-03 15:20:00,4
761,2022-06-03 15:25:00,3
762,2022-06-03 15:30:00,5
763,2022-06-03 15:35:00,3
764,2022-06-03 15:40:00,8
765,2022-06-03 15:45:00,5
766,2022-06-03 15:50:00,12
767,2022-06-03 15:55:00,8
768,2022-06-03 16:00:00,9
769,2022-06-03 16:05:00,6
770,2022-06-03 16:10:00,9
771,2022-06-03 16:15:00,6
772,2022-06-03 16:20:00,8
773,2022-06-03 16:25:00,5
774,2022-06-03 16:30:00,8
775,2022-06-03 16:35:00,5
776,2022-06-03 16:40:00,7
777,2022-06-03 16:45:00,5
778,2022-06-03 16:50:00,9
779,2022-06-03 16:55:00,6
780,2022-06-03 17:00:00,10
781,2022-06-03 17:05:00,7
782,2022-06-03 17:10:00,10
783,2022-06-03 17:15:00,7
784,2022-06-03 17:20:00,9
785,2022-06-03 17:25:00,6
786,2022-06-03 17:30:00,8
787,2022-06-03 17:35:00,5
788,2022-06-03 17:40:00,8
789,2022-06-03 17:45:00,5
790,2022-06-03 17:50:00,7
791,2022-06-03 17:55:00,5
792,2022-06-03 18:00:00,8
793,2022-06-03 18:05:00,6
794,2022-06-03 18:10:00,6
795,2022-06-03 18:15:00,4
796,2022-06-03 18:20:00,5
797,2022-06-03 18:25:00,3
798,2022-06-03 18:30:00,4
799,2022-06-03 18:35:00,3
800,2022-06-03 18:40:00,5
801,2022-06-03 18:45:00,3
802,2022-06-03 18:50:00,4
803,2022-06-03 18:55:00,3
804,2022-06-03 19:00:00,4
805,2022-06-03 19:05:00,3
806,2022-06-03 19:10:00,4
807,2022-06-03 19:15:00,3
808,2022-06-03 19:20:00,5
809,2022-06-03 19:25:00,3
810,2022-06-03 19:30:00,7
811,2022-06-03 19:35:00,4
812,2022-06-03 19:40:00,8
813,2022-06-03 19:45:00,5
814,2022-06-03 19:50:00,8
815,2022-06-03 19:55:00,6
816,2022-06-03 20:00:00,12
817,2022-06-03 20:05:00,5
818,2022-06-03 20:10:00,11
819,2022-06-03 20:15:00,5
820,2022-06-03 20:20:00,12
821,2022-06-03 20:25:00,5
